#,Número de artículo,Descripción del artículo,En stock,Último precio de compra,Ubicacion
640,R000627,Tuerca hexagonal M12,2.0000,0.000000,E3.1 - 2
641,R000628,Tuerca hexagonal M6,2.0000,0.000000,E3.1 - 2
642,R000629,Arandela plana de 3/8” HG,3.0000,0.000000,E3.1 - 2
643,R000630,Tornillo busca rosca hexagonal 5/16” x 2” HG,3.0000,0.000000,E3.1 - 2
644,R000631,Tornillo hexagonal  3/8” x 1 1/4” Acero inoxidable,3.0000,0.000000,E3.1 - 2
645,R000632,Tarugo para concreto de metal de 3/8”,10.0000,2.678750,E3.1 - 2
646,R000633,Tornillo cilíndrico Allen M08 x 40 mm HN,7.0000,0.000000,E3.1 - 2
647,R000634,Tornillo cilíndrico Allen de 1/4” x 2 1/2” HN,8.0000,0.000000,E3.1 - 2
648,R000635,Tornillo busca rosca Phillips 1/4” x 2” HG,9.0000,0.000000,E3.1 - 2
649,R000636,Arandela de presión M8,10.0000,0.000000,E3.1 - 2
650,R000637,Tornillo cónico Allen M06 x 15 mm HN,11.0000,0.000000,E3.1 - 2
651,R000638,Tornillo hexagonal M06 x 20 mm HN,12.0000,0.000000,E3.1 - 2
652,R000639,Tuerca hexagonal M8,12.0000,0.000000,E3.1 - 2
653,R000640,Válvula de bola de 1” de Hierro Negro,1.0000,0.000000,E3.2
654,R000641,Válvula de retención tipo Y de 1 1/2” de BRONCE,1.0000,0.000000,E3.2
655,R000642,Válvula de bola de 1 1/2” Cromada,0.0000,0.000000,E3.2
656,R000643,Válvula de bola de 1 1/4” Cromada,1.0000,0.000000,E3.2
657,R000644,Válvula de bola de 1” Inoxidable,1.0000,0.000000,E3.2
658,R000645,Medidor de gas GLP IMAC modelo sz1-1G,2.0000,0.000000,E3.2
659,R000646,Válvula de bola de 1/2” Cromada,10.0000,44.495000,E3.2
660,R000647,Válvula de bola de 1 1/4” de Hierro Negro,3.0000,0.000000,E3.2
661,R000648,Válvula de bola de 1/4”,2.0000,0.000000,E3.2
662,R000649,Válvula de retención recta de 1 1/4” de bronce,5.0000,0.000000,E3.2
663,R000650,Válvula de bola de 3/4” bronce,1.0000,0.000000,E3.2
664,R000651,Reducidor bushing 1 1/2” a 1/2” HN,0.0000,0.000000,E3.2 - 01
665,R000652,Reducidor bushing 1 1/4” a 1/2” HN,1.0000,0.000000,E3.2 - 01
666,R000653,Reducidor bushing 1” a 1/2” HG,8.0000,8.036000,E3.2 - 01
667,R000654,Reducidor bushing 1” a 1/2” HN,0.0000,0.000000,E3.2 - 01
668,R000655,Reducidor bushing 1” a 1/4” HG,0.0000,0.000000,E3.2 - 01
669,R000656,Reducidor bushing 1” a 1/4” HN,0.0000,0.000000,E3.2 - 01
670,R000657,Reducidor bushing 2” a 1/2” HN,2.0000,0.000000,E3.2 - 01
671,R000658,Reducidor bushing 3/4” a 1/2” HG,4.0000,0.000000,E3.2 - 01
672,R000659,Reducidor bushing 3/4” a 1/2” HN,2.0000,0.000000,E3.2 - 01
673,R000660,Reducidor bushing 3/4” a 1/4” HN,1.0000,0.000000,E3.2 - 01
674,R000661,Reducidor de campana 1 1/2” a 1 1/4” HN,0.0000,0.000000,E3.2 - 01
675,R000662,Reducidor de campana 1 1/2” a 1/2” HG,1.0000,0.000000,E3.2 - 01
676,R000663,Reducidor de campana 1/2” a 1/4” HN,1.0000,0.000000,E3.2 - 01
677,R000664,Reducidor de campana 1/2” a 3/8” HN,0.0000,0.000000,E3.2 - 01
678,R000665,Reducidor de campana 2” a 1” HG,0.0000,0.000000,E3.2 - 01
679,R000666,Reducidor de campana 3/4” a 1” HG,0.0000,0.000000,E3.2 - 01
680,R000667,Reducidor de campana 3/8” a 1/8” HN,0.0000,0.000000,E3.2 - 01
681,R000668,Tapón macho de 3/4” HN,0.0000,0.000000,E3.2 - 02
682,R000669,Tapón macho de 1 1/4” HG,1.0000,0.000000,E3.2 - 02
683,R000670,Tapón macho de 1” HN,0.0000,0.000000,E3.2 - 02
684,R000671,Tapón macho de 1/4” HN,1.0000,0.000000,E3.2 - 02
685,R000672,Tapón hembra de 1/2” HN,0.0000,0.000000,E3.2 - 02
686,R000673,Tapón macho de 1/2” HG,0.0000,0.000000,E3.2 - 02
687,R000674,Codo a 45º de 1/2” HN,6.0000,0.000000,E3.2 - 03
688,R000675,Copla de 3/8” HG,0.0000,0.000000,E3.2 - 04
689,R000676,Copla de 1 1/2” HG,1.0000,0.000000,E3.2 - 04
690,R000677,Copla de 1” HG,0.0000,0.000000,E3.2 - 04
691,R000678,Copla lisa de 1/2” HN,1.0000,0.000000,E3.2 - 04
692,R000679,Copla lisa de 1/2” HG,0.0000,0.000000,E3.2 - 04
693,R000680,Copla de 3/4” HG,2.0000,0.000000,E3.2 - 04
694,R000681,Copla de 1/2” HG,9.0000,0.000000,E3.2 - 04
695,R000682,Casquillo hembra para unión universal de 1” de bronce,1.0000,0.000000,E3.2 - 05
696,R000683,Casquillo hembra para unión universal de 1/2” HN,1.0000,0.000000,E3.2 - 05
697,R000684,Casquillo hembra para unión universal de 1/4” HN,1.0000,0.000000,E3.2 - 05
698,R000685,Casquillo macho para unión universal de 1/2” HN,1.0000,0.000000,E3.2 - 05
699,R000686,Tuerca para unión universal de 1” bronce,1.0000,0.000000,E3.2 - 05
700,R000687,Unión universal de 3/8” HN,1.0000,0.000000,E3.2 - 05
701,R000688,Unión universal de 1” HN,1.0000,0.000000,E3.2 - 05
702,R000689,Unión universal de 3/4” HN,2.0000,0.000000,E3.2 - 05
703,R000690,Unión universal de 3/4” HG,3.0000,0.000000,E3.2 - 05
704,R000691,Unión universal de 1/2” HG,12.0000,30.360000,E3.2 - 05
705,R000692,Unión universal de 1/4” HN,5.0000,0.000000,E3.2 - 05
706,R000693,T de 1” bronce,1.0000,0.000000,E3.2 - 06
707,R000694,T de 1/8” HN,1.0000,0.000000,E3.2 - 06
708,R000695,Cruz de 1/2” HG,6.0000,0.000000,E3.2 - 06
709,R000696,T de 1/2” HG,6.0000,4.464000,E3.2 - 06
710,R000697,T de 3/8” HN,2.0000,0.000000,E3.2 - 06
711,R000698,T de 3/4” HG,1.0000,0.000000,E3.2 - 06
712,R000699,Codo roscado a 90º de 1 1/4” HG,1.0000,0.000000,E3.2 - 07
713,R000700,Codo roscado a 90º de 1” HG,1.0000,0.000000,E3.2 - 07
714,R000701,Codo roscado a 90º de 1/4” HN,1.0000,0.000000,E3.2 - 07
715,R000702,Codo roscado a 90º de 1/8” HN,1.0000,0.000000,E3.2 - 07
716,R000703,Codo roscado a 90º de 3/4” HG,7.0000,0.000000,E3.2 - 07
717,R000704,Codo 90º hembra macho de 1/4”,2.0000,0.000000,E3.2 - 07
718,R000705,Codo roscado a 90º de 3/8” HN,2.0000,0.000000,E3.2 - 07
719,R000706,Codo 90º hembra macho de 3/8”,3.0000,0.000000,E3.2 - 07
720,R000707,Codo roscado a 90º de 1/2” HG,11.0000,6.695000,E3.2 - 07
721,R000708,Niple doble rosca de 1 1/2” x 8” HG,0.0000,0.000000,E3.2 - 08
722,R000709,Niple doble rosca de 1 1/4” x 3” HG,0.0000,0.000000,E3.2 - 08
723,R000710,Niple doble rosca de 1” x 3” HG,0.0000,0.000000,E3.2 - 08
724,R000711,Niple doble rosca de 1” x 6” HG,1.0000,0.000000,E3.2 - 08
725,R000712,Niple doble rosca de 1/2” x 2” HG,5.0000,4.020000,E3.2 - 08
726,R000713,Niple rosca corrida de 1/2” HG,5.0000,3.120000,E3.2 - 08
727,R000714,Niple doble rosca de 1” x 14” HG,1.0000,0.000000,E3.2 - 08
728,R000715,Niple doble rosca de 1/2” x 10” HG,1.0000,0.000000,E3.2 - 08
729,R000716,Niple doble rosca de 1/2” x 8” HG,1.0000,0.000000,E3.2 - 08
730,R000717,Niple doble rosca de 1/4” x 1 1/2” HG,12.0000,4.460000,E3.2 - 08
731,R000718,Niple doble rosca de 1/8” x 1 1/2” HG,10.0000,0.000000,E3.2 - 08
732,R000719,Niple doble rosca de 3/8” x 1 1/2” HG,10.0000,0.000000,E3.2 - 08
733,R000720,Niple rosca corrida de 3/4” bronce,1.0000,0.000000,E3.2 - 08
734,R000721,Niple roscado de 1/2” x 8” HG,1.0000,0.000000,E3.2 - 08
735,R000722,Niple doble rosca de 3/4” x 3” HG,2.0000,0.000000,E3.2 - 08
736,R000723,Niple doble rosca de 3/4” x 4” HG,3.0000,0.000000,E3.2 - 08
737,R000724,Niple doble rosca de 3/4” x 2” HG,3.0000,0.000000,E3.2 - 08
738,R000725,Filtro 2283,4.0000,71.427500,E3.3
739,R000726,Filtro de aceite FRAM PH2825,6.0000,0.000000,E3.3
740,R000727,Filtro de aceite LUBERFINER PH 2867,3.0000,0.000000,E3.3
741,R000728,Filtro de diésel Lucas 296,1.0000,0.000000,E3.3
742,R000729,Filtro MATRIKX 32 – 250 – 125 – 975,2.0000,0.000000,E3.3
743,R000730,Filtro para compresor 70,1.0000,0.000000,E3.3
744,R000731,Filtro PH720 / 51824,0.0000,0.000000,E3.3
745,R000732,Silbín para montacargas de 8”,1.0000,0.000000,E3.3
746,R000733,Muestra de filtro 37Z – 02 – AF234,1.0000,0.000000,E3.3
747,R000734,Muestra de filtro lorenz LA 2067,2.0000,0.000000,E3.3
748,R000735,Muestra de filtro lorenz LA 2214,1.0000,0.000000,E3.3
749,R000736,Paletas bomba de vacío conde,9.0000,0.000000,E3.3
750,R000737,Paletas de grafito 140 mm x 48 mm x 3/16”,3.0000,0.000000,E3.3
751,R000738,Paletas de grafito de 3/16” x 2” x 9/16”,2.0000,0.000000,E3.3
752,R000739,Plancha grafitada de 1`x 1` x 3/16”,1.0000,0.000000,E3.3
753,R000740,Plancha grafitada de 56 cm x 28 cm x 3/16”,1.0000,0.000000,E3.3
754,R000741,Plancha grafitada de 69 cm x 41 cm x 5 mm,1.0000,0.000000,E3.3
755,R000742,Retrovisor,1.0000,0.000000,E3.3
756,R000743,Torque líneas STAR,1.0000,0.000000,E3.3
757,R000744,Velumoide de 1/16”,2.0000,143.840000,E3.3
758,R000745,Velumoide de 1/32”,1.0000,0.000000,E3.3
759,R000746,Hinge BRCH LOC,1.0000,0.000000,E3.4
760,R000747,Piñones y cadena de transmisión (5/8”) Z24,1.0000,0.000000,E3.4
761,R000748,Rodamiento 3305,1.0000,0.000000,E3.4
762,R000749,Rodamiento 5205K,1.0000,0.000000,E3.4
763,R000750,Rodamiento de agujas 1305,1.0000,0.000000,E3.4
764,R000751,Rodamiento de agujas Nu203,1.0000,0.000000,E3.4
765,R000752,Sello de aceite 1 EA,1.0000,0.000000,E3.4
766,R000753,Elemento Filtrante 1EA -00543259,2.0000,0.000000,E3.4
767,R000754,Kit de filtro 1 EA,2.0000,0.000000,E3.4
768,R000755,Empaque de grafito para manjole de 10”,3.0000,0.000000,E3.4
769,R000756,Manguera con refuerzo de 300 PSI,6.0000,0.000000,E4.1
770,R000757,Manguera Neumática de 04 mm,16.0000,0.000000,E4.1
771,R000758,Manguera Neumática de 04 mm transparente,12.0000,0.000000,E4.1
772,R000759,Manguera Neumática de 06 mm,89.0000,7.142800,E4.1
773,R000760,Manguera Neumática de 06 mm transparente,16.0000,5.089000,E4.1
774,R000761,Manguera Neumática de 08 mm,61.0000,9.375000,E4.1
775,R000762,Manguera Neumática de 10 mm,89.0000,10.714400,E4.1
776,R000763,Manguera Neumática de 10 mm transparente,28.0000,10.446400,E4.1
777,R000764,Manguera Neumática de 12 mm,1.0000,10.321333,E4.1
778,R000765,Manguera Neumática de 12 mm transparente,8.0000,0.000000,E4.1
779,R000766,Manguera Neumática de 16 mm,13.0000,26.786000,E4.1
780,R000767,Manguera Neumática en espiral de 08 mm,1.0000,477.680000,E4.1
781,R000768,Manguera para lubricación de 3/8”,5.0000,0.000000,E4.1
782,R000769,Cemento de contacto 1/4 galón,1.0000,49.106667,E4.2
783,R000770,Cepillo de alambre 100 mm,6.0000,0.000000,E4.2
784,R000771,Cepillo de alambre 75 mm,0.0000,0.000000,E4.2
785,R000772,Cepillo de alambre para barreno,1.0000,0.000000,E4.2
786,R000773,Disco de corte de 4 1/2” x 1.2 mm,1.0000,0.000000,E4.2
787,R000774,Disco de corte de 4 1/2” x 1/4”,6.0000,0.000000,E4.2
788,R000775,Disco para esmeril 125 x 50 x M14-2,2.0000,0.000000,E4.2
789,R000776,Disco de lija de 4 1/2” No. 80,10.0000,0.000000,E4.2
790,R000777,Disco de lija de 4 1/2” No. 60,8.0000,0.000000,E4.2
791,R000778,Fideo de 4 mm (Pies),0.0000,0.000000,E4.2
792,R000779,Fijador 271 LOCTITE,3.0000,0.000000,E4.2
793,R000780,Filtros de gasolina,5.0000,0.000000,E4.2
794,R000781,Loctite 242/ azul,2.0000,218.750000,E4.2
795,R000782,Loctite 609/ fijador de roscas penetrante verde,3.0000,227.675000,E4.2
796,R000783,Lubricante WD-40; 11 Onz,10.0000,44.643000,E4.2
797,R000784,Luz estroboscópica de 12 V 21/3 CP,0.0000,0.000000,E4.2
798,R000785,Mercurio triestilado,1.0000,0.000000,E4.2
799,R000786,Pegamento de viscosidad extra gruesa para PVC-rígido,1.0000,0.000000,E4.2
800,R000787,Pegamento KLEBER7 ADHESIVE M130 leder,1.0000,0.000000,E4.2
801,R000788,"Permatex fijador de roscas (azul), mediana resistencia",3.0000,0.000000,E4.2
802,R000789,Permatex formador de empaque,1.0000,35.710000,E4.2
803,R000790,Permatex para montaje de cojinetes para ajustes apretados,0.0000,0.000000,E4.2
804,R000791,Permatex ultra grey #89145,5.0000,73.500000,E4.2
805,R000792,Poxilina de 250 g,5.0000,71.428000,E4.2
806,R000793,Remaches de 3/16”,0.0000,0.000000,E4.2
807,R000794,Rollo de teflón de 1”,0.0000,0.000000,E4.2
808,R000795,Teflón de 1” para GAS,3.0000,0.000000,E4.2
809,R000796,Teflón de 1/2”,28.0000,2.232500,E4.2
810,R000797,Teflón de 1/2” para GAS,0.0000,0.000000,E4.2
811,R000798,Teflón de 3/4” para GAS,12.0000,9.322000,E4.2
812,R000799,RTC silicón loctite SI5699 grey,3.0000,0.000000,E4.2
813,R000800,Sellador permatex #80011,0.0000,0.000000,E4.2
814,R000801,"Sellante adhesivo, silicona RTV negra",1.0000,0.000000,E4.2
815,R000802,Sikaflex,2.0000,0.000000,E4.2
816,R000803,Silicona alta temperatura rojo 85g,22.0000,20.089000,E4.2
817,R000804,STR FL Taper pin R #5,0.0000,0.000000,E4.2
818,R000805,STR FL Taper pin R #6,0.0000,0.000000,E4.2
819,R000806,STR FL Taper pin R #7,0.0000,0.000000,E4.2
820,R000807,Superglue/ superbonder,35.0000,7.145000,E4.2
821,R000808,Tarugo plástico estándar para tornillo 1/2”,6.0000,0.000000,E4.2
822,R000809,Aceitera de 500 ml,3.0000,0.000000,E4.3
823,R000810,Adaptador hembra de PVC de 1”,1.0000,0.000000,E4.3
824,R000811,Adaptador macho de PVC de 3/4”,1.0000,0.000000,E4.3
825,R000812,Batería AAA,41.0000,4.285500,E4.3
826,R000813,Bisagra de golpe recta,1.0000,0.000000,E4.3
827,R000814,Bomba de gasolina,1.0000,0.000000,E4.3
828,R000815,Bomba de grasa manual,0.0000,0.000000,E4.3
829,R000816,Bombillo de luz blanca de 11W LED,1.0000,0.000000,E4.3
830,R000817,Boquilla de punta para grasera,1.0000,0.000000,E4.3
831,R000818,Boquilla para grasera,6.0000,45.267500,E4.3
832,R000819,Broca para concreto de 3/8” x 4”,0.0000,0.000000,E4.3
833,R000820,Broca para concreto de 7/8” x 6”,2.0000,0.000000,E4.3
834,R000821,Brocha de 1 1/2”,1.0000,0.000000,E4.3
835,R000822,Brocha de 1”,2.0000,4.285000,E4.3
836,R000823,Brocha de 1/2”,2.0000,2.233333,E4.3
837,R000824,Brocha de 2”,6.0000,12.500000,E4.3
838,R000825,Cable TSJ 2 x 16,15.0000,0.000000,E4.3
839,R000826,Candado YALE 110-50,3.0000,68.670000,E4.3
840,R000827,Candado YALE 113-40,0.0000,0.000000,E4.3
841,R000828,Candado YALE 110-70,2.0000,129.470000,E4.3
842,R000829,Candela NGK 4549 CRFHSA,1.0000,0.000000,E4.3
843,R000830,Candela 847DJ&J,1.0000,0.000000,E4.3
844,R000831,Cepillo de ropa,2.0000,0.000000,E4.3
845,R000832,Cerradura para mueble 30 mm,1.0000,0.000000,E4.3
846,R000833,Colador de acero inoxidable,0.0000,0.000000,E4.3
847,R000834,Conector para grasera,1.0000,0.000000,E4.3
848,R000835,Copla de PVC de 3/4”,3.0000,0.000000,E4.3
849,R000836,Cuchilla de papel,1.0000,0.000000,E4.3
850,R000837,Dispensador de jabón,8.0000,0.000000,E4.3
851,R000838,Electrodos para placas,40.0000,0.000000,E4.3
852,R000839,Espátula de 1”,4.0000,0.000000,E4.3
853,R000840,Espiga 110V,1.0000,0.000000,E4.3
854,R000841,Flexómetro de 5 metros,2.0000,0.000000,E4.3
855,R000842,Grapas para banda 3/32”-9/64”,3.0000,0.000000,E4.3
856,R000843,Grapas para banda No. 25-G,1.0000,0.000000,E4.3
857,R000844,Juego de llaves Allen de 25 Piezas en milímetros y pulgadas,1.0000,0.000000,E4.3
858,R000845,Juego de llaves Allen cortas de 13 Piezas en milímetros,1.0000,0.000000,E4.3
859,R000846,Lija grano 100,7.0000,3.930000,E4.3
860,R000847,Lija grano 1000,11.0000,3.795000,E4.3
861,R000848,Lija grano 280,14.0000,3.125000,E4.3
862,R000849,Lija grano 400,11.0000,3.124000,E4.3
863,R000850,Lija grano 60,15.0000,4.018000,E4.3
864,R000851,Lija grano 600,11.0000,3.124000,E4.3
865,R000852,Linterna LED,6.0000,14.286667,E4.3
866,R000853,Llave Allen de 2.5 mm,2.0000,0.000000,E4.3
867,R000854,Llave Allen de 4 mm,1.0000,0.000000,E4.3
868,R000855,Llave Allen de 5 mm,2.0000,0.000000,E4.3
869,R000856,Llave Allen de 6 mm,2.0000,0.000000,E4.3
870,R000857,Llave para lavamanos,1.0000,0.000000,E4.3
871,R000858,Llave para lavatrastos,1.0000,0.000000,E4.3
872,R000859,Manguera para bomba de grasa,6.0000,93.330000,E4.3
873,R000860,Manómetro para nitrógeno de 2 1/2” -  0 a 200 PSI,1.0000,0.000000,E4.3
874,R000861,Martillo de hule,0.0000,0.000000,E4.3
875,R000862,Martillo plástico,4.0000,0.000000,E4.3
876,R000863,Mini desarmadores de 1/8”,0.0000,0.000000,E4.3
877,R000864,Pistola para aire comprimido,3.0000,89.286667,E4.3
878,R000865,Remachadora TRA STANLEY,1.0000,0.000000,E4.3
879,R000866,Reposadera de aluminio,4.0000,0.000000,E4.3
880,R000867,Rollo de hilo para Trimmer,1.0000,0.000000,E4.3
881,R000868,Sifón metálicos para lavamanos,2.0000,0.000000,E4.3
882,R000869,Tapón de gasolina G.W. 154 52 M/M,1.0000,0.000000,E4.3
883,R000870,Tapón de gasolina G.W. 229 44 M/M,1.0000,0.000000,E4.3
884,R000871,Thread recir kit M20-2.5 #35200,1.0000,0.000000,E4.3
885,R000872,Tornillo cabeza redonda M4 x 16,100.0000,0.000000,E4.3
886,R000873,Unión de PVC de 1 1/4”,0.0000,0.000000,E4.3
887,R000874,Unión de PVC de 3/4”,3.0000,0.000000,E4.3
888,R000875,Cap pusher cam roll #3P264=14EA,1.0000,0.000000,E4.4
889,R000876,Cap pusher Cam roll pin #2P264=14EA,1.0000,0.000000,E4.4
890,R000877,Clutch pressure spring #1P240=6EA,1.0000,0.000000,E4.4
891,R000878,Cunas para rodamientos cónicos #186L616,1.0000,0.000000,E4.4
892,R000879,Engranaje de 50 dientes,1.0000,0.000000,E4.4
893,R000880,Engranaje de 75 dientes,1.0000,0.000000,E4.4
894,R000881,Feed chain,1.0000,0.000000,E4.4
895,R000882,Infeed Worm Chain RS25,1.0000,0.000000,E4.4
896,R000883,Lower Chuck cam roll pin #4L629=8EA,1.0000,0.000000,E4.4
897,R000884,Lower Chuck Plate,1.0000,0.000000,E4.4
898,R000885,Lower chuck return cam roll #601P629=8EA,1.0000,0.000000,E4.4
899,R000886,Lower chuck spring #4P240=8EA,1.0000,0.000000,E4.4
900,R000887,S.V. Feed Pocket seal #2P165=28EA,1.0000,0.000000,E4.4
901,R000888,S.V. Feed pocket spring #11P640=14EA,1.0000,0.000000,E4.4
902,R000889,Seaming cam lever spring #6P140=16EA,1.0000,0.000000,E4.4
903,R000890,Seaming cam roll #111P141=16.,1.0000,0.000000,E4.4
904,R000891,Seaming roll lever take up sprig #17P140=16EA,1.0000,0.000000,E4.4
905,R000892,Seaming roll pin clamping pin w/nut #20P241= SET,1.0000,0.000000,E4.4
906,R000893,Seaming roll retainer screw #29L826=24EA,1.0000,0.000000,E4.4
907,R000894,Snap ring #49L616=16EA,1.0000,0.000000,E4.4
908,R000895,Upper Chuck 40P202,1.0000,0.000000,E4.4
909,R000896,Upper chuck spindle W/ bushing #118P244,1.0000,0.000000,E4.4
910,R000897,Caja de Cap Pusher W/ Bushing E/ roller (5/5)=14 SET,2.0000,0.000000,E4.4
911,R000898,Faja 3226V450,1.0000,0.000000,B1.0
912,R000899,Faja 7-2240 L1 0223,1.0000,0.000000,B1.0
913,R000900,Faja 7-2500 L1 8343,1.0000,0.000000,B1.0
914,R000901,Faja 15J5J-4060,2.0000,0.000000,B1.0
915,R000902,"Rodillo 1 Op, Perfil R8",1.0000,0.000000,B1.1
916,R000903,"Rodillo 2 Op, Perfil cevolani",1.0000,0.000000,B1.1
917,R000904,Repuestos pestañadora cerradora de Galón,1.0000,0.000000,B1.1
918,R000905,Rodillo 1 Op,2.0000,0.000000,B1.1
919,R000906,Rodillo 2 Op,2.0000,0.000000,B1.1
920,R000907,"Rodillo 2 Op, Perfil layta",3.0000,0.000000,B1.1
921,R000908,"Rodillo 1 Op, Perfil R8",4.0000,0.000000,B1.1
922,R000909,"Rodillo 1 Op, Perfil 233",4.0000,0.000000,B1.1
923,R000910,"Rodillo 1 Op, Perfil 236",4.0000,0.000000,B1.1
924,R000911,"Rodillo 1 Op, Perfil R8",4.0000,0.000000,B1.1
925,R000912,"Rodillo 2 Op, Perfil antiguo",6.0000,0.000000,B1.1
926,R000913,"Rodillo 1 Op, Perfil 276",12.0000,0.000000,B1.1
927,R000914,Conos para pestañadora cerradora de galón,20.0000,0.000000,B1.1
928,R000915,Chuck Seaming 300 DIA M252440,0.0000,0.000000,B1.2
929,R000916,Chuck 300P,1.0000,0.000000,B1.2
930,R000917,Chuck Alnico AXLE QTY 3,2.0000,0.000000,B1.2
931,R000918,"Chuck Ángelus – L 303 DIA,SS",3.0000,0.000000,B1.2
932,R000919,"Chuck Ángelus – P 202 DIA,SS",7.0000,0.000000,B1.2
933,R000920,"Chuck Ángelus – L 211 DIA,SS",0.0000,0.000000,B1.2
934,R000921,"Chuck Ángelus – P 211 DIA,SS",6.0000,0.000000,B1.2
935,R000922,"Chuck Ángelus – L 401 DIA,SS",6.0000,0.000000,B1.2
936,R000923,Chuck F0075L636AJCO  M283030,6.0000,0.000000,B1.2
937,R000924,Chuck 202 Lrev 10 – 2013 SSFD,0.0000,0.000000,B1.2
938,R000925,Chuck Ángelus -L 709 DIA,7.0000,0.000000,B1.2
939,R000926,"Chuck Ángelus – L 214 DIA,SS",0.0000,0.000000,B1.2
940,R000927,"Chuck Ángelus – L 202 DIA,SS",2.0000,0.000000,B1.2
941,R000928,Plato base 603 DIA SS,1.0000,0.000000,B1.3
942,R000929,"Pin de montaje ángelus -L, No. LAYTA 2 2OP",1.0000,0.000000,B1.3
943,R000930,Plato base D303,1.0000,0.000000,B1.3
944,R000931,Rodillo 211 DIA SS,1.0000,0.000000,B1.3
945,R000932,Profire perfect double (complete assembly) Parte No. 777,5.0000,0.000000,B1.3
946,R000933,Rodillo completo Ángelus L No. 99L641-12179SS,6.0000,0.000000,B1.3
947,R000934,Rodillo completo Ángelus L No. 100L641-SRG262SS,6.0000,0.000000,B1.3
948,R000935,Rodillos de 1OP ángelus 202,6.0000,0.000000,B1.3
949,R000936,Rodillo Perfect doble L Parte No. 777-12179SSPF,9.0000,0.000000,B1.3
950,R000937,Rodillo ANGELUS L No. 73L641 1OP,14.0000,0.000000,B1.3
951,R000938,Rodillo ANGELUS L No. 74L641 2OP,15.0000,0.000000,B1.3
952,R000939,"Rodillo doble P, parte No. 13 P 241  1OP",24.0000,0.000000,B1.3
953,R000940,"Rodillo doble P, parte No. 12 P 241  2Op",24.0000,0.000000,B1.3
954,R000941,Rodillo de cerradora CEVOLANI 360/15011 614/45 1era operacion1,1.0000,0.000000,B1.4
955,R000942,Rodillo de cerradora CEVOLANI 360/1500 2da operación,1.0000,0.000000,B1.4
956,R000943,"Rodillo doble, perfil R8",1.0000,0.000000,B1.4
957,R000944,Micro switch TZ8167,2.0000,0.000000,B1.4
958,R000945,Rodillo para eje de cuelladora combiner 202,2.0000,0.000000,B1.4
959,R000946,Rodillo de cerradora CEVOLANI C.162.02,2.0000,0.000000,B1.4
960,R000947,Rodillo cerradora Ángelus 13P241 R8SS,0.0000,0.000000,B1.4
961,R000948,Rodamiento NA4906,5.0000,0.000000,B1.4
962,R000949,Rodillo de cerradora CEVOLANI 360/1501 614/45 2da operación,6.0000,0.000000,B1.4
963,R000950,Platos de cerradora de galón,6.0000,0.000000,B1.4
964,R000951,Base para rodillos,8.0000,0.000000,B1.4
965,R000952,Rodillo de cerradora CEVOLANI 378/1023 614/94 2da operación,9.0000,0.000000,B1.4
966,R000953,Rodillo de cerradora CEVOLANI 360/1501 614/45 1era operación,9.0000,0.000000,B1.4
967,R000954,Rodamiento de agujas K16X24X20,10.0000,0.000000,B1.4
968,R000955,"Rodillo doble, perfil R11",10.0000,0.000000,B1.4
969,R000956,Rodamiento B7010X2DTL,7.0000,69.847143,B1.4
970,R000957,Rodillo de cerradora CEVOLANI 378/1004 614/51 1era operación,11.0000,0.000000,B1.4
971,R000958,Rodillo cerradora Ángelus 13P241 R4SS,13.0000,0.000000,B1.4
972,R000959,"Rodamiento NA4906, Casquillo interior",14.0000,0.000000,B1.4
973,R000960,Rodamiento de agujas K20X26X20,15.0000,0.000000,B1.4
974,R000961,Faja A - 41,1.0000,0.000000,B2.1
975,R000962,Correa 32 T05 x 1100,3.0000,879.463333,B2.1
976,R000963,Correa 25 DL T05 x 750,2.0000,0.000000,B2.1
977,R000964,Correa 25 T12 x 1214,2.0000,0.000000,B2.1
978,R000965,Correa 285L 075,2.0000,0.000000,B2.1
979,R000966,Correa 345L 100,2.0000,0.000000,B2.1
980,R000967,Correa 450-5M,3.0000,0.000000,B2.1
981,R000968,Correa 25 DL T10 980,2.0000,0.000000,B2.1
982,R000969,Correa 25 T10 x 1530,2.0000,0.000000,B2.1
983,R000970,Correa 25 T10 x 1600,2.0000,0.000000,B2.1
984,R000971,Correa 32 T10 x 1210,0.0000,0.000000,B2.1
985,R000972,Correa  25 T10 x 1610,2.0000,0.000000,B2.1
986,R000973,Correa 25 T10 x 720,2.0000,0.000000,B2.1
987,R000974,Correa 16 T10 x 810,2.0000,0.000000,B2.1
988,R000975,Correa 25 T05 x 455,3.0000,0.000000,B2.1
989,R000976,Correa 600-5M-15,3.0000,0.000000,B2.1
990,R000977,Correa 32 T10 x 980 DL,3.0000,0.000000,B2.1
991,R000978,Correa 32 T10 x 980,3.0000,0.000000,B2.1
992,R000979,Correa 25 T05 x 900,4.0000,0.000000,B2.1
993,R000980,Correa 32 T10 x 840,4.0000,0.000000,B2.1
994,R000981,Faja A – 220,4.0000,0.000000,B2.1
995,R000982,Faja SPZ-1250,1.0000,0.000000,B2.1
996,R000983,Correa 32 T05 x 840,5.0000,0.000000,B2.1
997,R000984,Correa 25 T05 x 840,8.0000,0.000000,B2.1
998,R000985,Correa 442L 8809,6.0000,0.000000,B2.1
999,R000986,Aceite SANTOTRACK50,1.0000,0.000000,B2.1
